"Status","Name","Duration in ms","Description"
"passed","features/ecommerce_saucedemo.feature:15","1565",""
"passed","features/ecommerce_saucedemo.feature:17","1524",""
"passed","features/ecommerce_saucedemo.feature:27","2977",""
"passed","features/ecommerce_saucedemo.feature:20","3301",""
"passed","features/ecommerce_saucedemo.feature:16","1527",""
"passed","features/ecommerce_saucedemo.feature:14","3447",""
